pathway_id,from_stop_id,to_stop_id,facility_id,pathway_mode,pathway_type,traversal_time,wheelchair_traversal_time,ramp_slope,stair_count,pathway_name,pathway_code,signposted_as,instructions
boyls-002,door-boyls-inbound,70158,,0,1,22,-1,,,"Boylston - Boston Common, Street to Green Line (Park Street & North)",,"Outbound to B.C., Cleveland Cir., Riverside, Heath St., via Copley",
boyls-003,door-boyls-outbound,70159,,0,1,22,-1,,,"Boylston - Boston Common, Street to Green Line (Copley & West)",,Inbound to Lechmere via Park,
boyls-004,70158,8279,,0,3,85,-1,,,Green Line (Park Street & North) to Tremont St @ Boylston Station,,Tremont St @ Boylston Station,
boyls-005,8279,70158,,0,3,81,-1,,,Tremont St @ Boylston Station to Green Line (Park Street & North),,"Outbound to B.C., Cleveland Cir., Riverside, Heath St., via Copley",
boyls-006,70159,8279,,0,3,68,-1,,,Green Line (Copley & West) to Tremont St @ Boylston Station,,Tremont St @ Boylston Station,
boyls-007,8279,70159,,0,3,74,-1,,,Tremont St @ Boylston Station to Green Line (Copley & West),,Inbound to Lechmere via Park,
gover-000,door-gover-main,70202,,0,1,65,88,,,Government Center - City Hall Plaza to Green Line (Copley & West),,Green Line - Copley & West,
gover-001,70202,door-gover-main,,0,1,65,88,,,Green Line (Copley & West) to Government Center - City Hall Plaza,,Government Center - City Hall Plaza,
gover-002,door-gover-main,70201,,0,1,50,72,,,Government Center - City Hall Plaza to Green Line (North Station & North),,Green Line - Lechmere,
gover-003,70201,door-gover-main,,0,1,75,68,,,Green Line (North Station & North) to Government Center - City Hall Plaza,,Government Center - City Hall Plaza,
gover-004,door-gover-main,70039,,0,1,73,129,,,Government Center - City Hall Plaza to Blue Line (Bowdoin),,Blue Line - Bowdoin,
gover-005,70039,door-gover-main,,0,1,110,155,,,Blue Line (Bowdoin) to Government Center - City Hall Plaza,,Government Center - City Hall Plaza,
gover-006,door-gover-main,70040,,0,1,73,129,,,Government Center - City Hall Plaza to Blue Line (Wonderland),,Blue Line - Wonderland,
gover-007,70040,door-gover-main,,0,1,110,155,,,Blue Line (Wonderland) to Government Center - City Hall Plaza,,Government Center - City Hall Plaza,
gover-008,70201,70039,,0,2,35,74,,,Green Line (North Station & North) to Blue Line (Bowdoin),,Blue Line - Bowdoin,
gover-009,70039,70201,,0,2,71,100,,,Blue Line (Bowdoin) to Green Line (North Station & North),,Green Line - Lechmere,
gover-010,70201,70040,,0,2,35,74,,,Green Line (North Station & North) to Blue Line (Wonderland),,Blue Line - Wonderland,
gover-011,70040,70201,,0,2,71,100,,,Blue Line (Wonderland) to Green Line (North Station & North),,Green Line - Lechmere,
gover-012,70202,70039,,0,2,20,100,,,Green Line (Copley & West) to Blue Line (Bowdoin),,Blue Line - Bowdoin,
gover-013,70039,70202,,0,2,57,126,,,Blue Line (Bowdoin) to Green Line (Copley & West),,Green Line - Copley & West,
gover-014,70202,70040,,0,2,20,100,,,Green Line (Copley & West) to Blue Line (Wonderland),,Blue Line - Wonderland,
gover-015,70040,70202,,0,2,57,126,,,Blue Line (Wonderland) to Green Line (Copley & West),,Green Line - Copley & West,
gover-016,4510,70039,,0,2,105,187,,,"Cambridge St bus stop (Woburn, Burlington) to Blue Line (Bowdoin)",,Blue Line - Bowdoin,
gover-017,4510,70040,,0,2,105,187,,,"Cambridge St bus stop (Woburn, Burlington) to Blue Line (Wonderland)",,Blue Line - Wonderland,
gover-018,4510,70202,,0,2,97,146,,,"Cambridge St bus stop (Woburn, Burlington) to Green Line (Copley & West)",,Green Line - Copley & West,
gover-019,4510,70201,,0,2,83,130,,,"Cambridge St bus stop (Woburn, Burlington) to Green Line (North Station & North)",,Green Line - Lechmere,
gover-020,70039,4510,,0,2,147,203,,,"Blue Line (Bowdoin) to Cambridge St bus stop (Woburn, Burlington)",,"Cambridge St bus stop (Woburn, Burlington)",
gover-021,70040,4510,,0,2,147,203,,,"Blue Line (Wonderland) to Cambridge St bus stop (Woburn, Burlington)",,"Cambridge St bus stop (Woburn, Burlington)",
gover-022,70202,4510,,0,2,87,136,,,"Green Line (Copley & West) to Cambridge St bus stop (Woburn, Burlington)",,"Cambridge St bus stop (Woburn, Burlington)",
gover-023,70201,4510,,0,2,97,116,,,"Green Line (North Station & North) to Cambridge St bus stop (Woburn, Burlington)",,"Cambridge St bus stop (Woburn, Burlington)",
bmmnl-000,70055,door-bmmnl-main,,0,1,50,68,,,Blue Line (Bowdoin) to Beachmont - Winthrop Ave,,Beachmont - Winthrop Ave,
bmmnl-001,70056,door-bmmnl-main,,0,1,59,68,,,Blue Line (Wonderland) to Beachmont - Winthrop Ave,,Beachmont - Winthrop Ave,
bmmnl-002,door-bmmnl-main,70056,,0,1,55,68,,,Beachmont - Winthrop Ave to Blue Line (Wonderland),,Outbound / Wonderland,
bmmnl-004,door-bmmnl-main,70055,,0,1,59,68,,,Beachmont - Winthrop Ave to Blue Line (Bowdoin),,Inbound,
sdmnl-000,door-sdmnl-walley,70053,,0,1,14,19,,,Suffolk Downs - Walley St to Blue Line (Bowdoin),,Inbound / Government Center,
sdmnl-001,door-sdmnl-walley,70054,,0,1,68,321,,,Suffolk Downs - Walley St to Blue Line (Wonderland),,Outbound / Wonderland,
sdmnl-002,70053,door-sdmnl-walley,,0,1,14,19,,,Blue Line (Bowdoin) to Suffolk Downs - Walley St,,Suffolk Downs - Walley St,
sdmnl-003,70054,door-sdmnl-walley,,0,1,68,321,,,Blue Line (Wonderland) to Suffolk Downs - Walley St,,Suffolk Downs - Walley St,
orhte-000,door-orhte-benning,70051,,0,1,15,20,,,Orient Heights - Bennington St to Blue Line (Bowdoin),,Blue Line - Bowdoin,
orhte-001,door-orhte-benning,70052,,0,1,85,152,,,Orient Heights - Bennington St to Blue Line (Wonderland),,Blue Line - Wonderland,
orhte-002,door-orhte-saratoga,70052,,0,1,15,20,,,"Orient Heights - Saratoga St, Barnes Ave to Blue Line (Wonderland)",,Blue Line - Wonderland,
orhte-003,door-orhte-saratoga,70051,,0,1,85,152,,,"Orient Heights - Saratoga St, Barnes Ave to Blue Line (Bowdoin)",,Blue Line - Bowdoin,
orhte-004,15880,70052,,0,2,38,46,,,Saratoga St Busway to Blue Line (Wonderland),,Blue Line - Wonderland,
orhte-005,15880,70051,,0,2,110,181,,,Saratoga St Busway to Blue Line (Bowdoin),,Blue Line - Bowdoin,
orhte-006,5879,70051,,0,2,27,32,,,Bennington St Busway to Blue Line (Bowdoin),,Blue Line - Bowdoin,
orhte-007,5879,70052,,0,2,80,142,,,Bennington St Busway to Blue Line (Wonderland),,Blue Line - Wonderland,
orhte-008,5880,70051,,0,2,27,32,,,Bennington St Busway to Blue Line (Bowdoin),,Blue Line - Bowdoin,
orhte-009,5880,70052,,0,2,80,142,,,Bennington St Busway to Blue Line (Wonderland),,Blue Line - Wonderland,
orhte-010,70051,door-orhte-benning,,0,1,15,20,,,Blue Line (Bowdoin) to Orient Heights - Bennington St,,Orient Heights - Bennington St,
orhte-011,70052,door-orhte-benning,,0,1,85,152,,,Blue Line (Wonderland) to Orient Heights - Bennington St,,Orient Heights - Bennington St,
orhte-012,70052,door-orhte-saratoga,,0,1,15,20,,,"Blue Line (Wonderland) to Orient Heights - Saratoga St, Barnes Ave",,"Orient Heights - Saratoga St, Barnes Ave",
orhte-013,70051,door-orhte-saratoga,,0,1,85,152,,,"Blue Line (Bowdoin) to Orient Heights - Saratoga St, Barnes Ave",,"Orient Heights - Saratoga St, Barnes Ave",
orhte-014,70052,15880,,0,2,28,36,,,Blue Line (Wonderland) to Saratoga St Busway,,Saratoga St Busway,
orhte-015,70051,15880,,0,2,100,171,,,Blue Line (Bowdoin) to Saratoga St Busway,,Saratoga St Busway,
orhte-016,70051,5879,,0,2,17,22,,,Blue Line (Bowdoin) to Bennington St Busway,,Berth C,
orhte-017,70052,5879,,0,2,70,132,,,Blue Line (Wonderland) to Bennington St Busway,,Berth C,
orhte-018,70051,5880,,0,2,17,22,,,Blue Line (Bowdoin) to Bennington St Busway,,Berth B,
orhte-019,70052,5880,,0,2,70,132,,,Blue Line (Wonderland) to Bennington St Busway,,Berth B,
wimnl-000,door-wimnl-lovell,70050,,0,1,24,48,,,Wood Island - Lovell St to Blue Line (Wonderland),,Outbound to Wonderland,
wimnl-001,door-wimnl-lovell,70049,,0,1,68,201,,,Wood Island - Lovell St to Blue Line (Bowdoin),,Inbound to Government Center,
wimnl-002,door-wimnl-lovell,5666,,0,1,109,220,,,Wood Island - Lovell St to Busway,,Busway,
wimnl-003,door-wimnl-benning,70050,,0,1,73,136,,,Wood Island - Bennington St to Blue Line (Wonderland),,Outbound to Wonderland,
wimnl-004,door-wimnl-benning,70049,,0,1,18,19,,,Wood Island - Bennington St to Blue Line (Bowdoin),,Inbound to Government Center,
wimnl-005,door-wimnl-benning,5666,,0,1,28,37,,,Wood Island - Bennington St to Busway,,Busway,
wimnl-006,5666,70050,,0,2,125,194,,,Busway to Blue Line (Wonderland),,Outbound to Wonderland,
wimnl-007,5666,70049,,0,2,55,68,,,Busway to Blue Line (Bowdoin),,Inbound to Government Center,
wimnl-008,5666,door-wimnl-lovell,,0,1,111,221,,,Busway to Wood Island - Lovell St,,Wood Island - Lovell St,
wimnl-009,70050,door-wimnl-lovell,,0,1,24,47,,,Blue Line (Wonderland) to Wood Island - Lovell St,,Wood Island - Lovell St,
wimnl-010,70049,door-wimnl-lovell,,0,1,68,200,,,Blue Line (Bowdoin) to Wood Island - Lovell St,,Wood Island - Lovell St,
wimnl-012,70050,door-wimnl-benning,,0,1,73,136,,,Blue Line (Wonderland) to Wood Island - Bennington St,,Wood Island - Bennington St,
wimnl-013,70049,door-wimnl-benning,,0,1,18,19,,,Blue Line (Bowdoin) to Wood Island - Bennington St,,Wood Island - Bennington St,
wimnl-014,5666,door-wimnl-benning,,0,1,28,37,,,Busway to Wood Island - Bennington St,,Wood Island - Bennington St,
wimnl-015,70050,5666,,0,2,115,184,,,Blue Line (Wonderland) to Busway,,Busway,
wimnl-016,70049,5666,,0,2,45,58,,,Blue Line (Bowdoin) to Busway,,Busway,
ogmnl-000,door-ogmnl-wash,70036,,0,1,125,-1,,,Oak Grove - Washington St to Orange Line,,Inbound to Forest Hills via State & Downtown Crossing,
ogmnl-001,9326,70036,,0,2,149,608,,,Washington St northbound bus stop (Redstone) to Orange Line,,Inbound to Forest Hills via State & Downtown Crossing,
ogmnl-002,5991,70036,,0,3,158,620,,,Washington St southbound bus stop (Malden) to Orange Line,,Inbound to Forest Hills via State & Downtown Crossing,
ogmnl-003,door-ogmnl-wash,9328,,0,1,106,-1,,,Oak Grove - Washington St to Oak Grove Busway,,Oak Grove Busway,
ogmnl-004,door-ogmnl-banks,70036,,0,1,113,185,,,Oak Grove - Banks Place to Orange Line,,Inbound to Forest Hills via State & Downtown Crossing,
ogmnl-005,door-ogmnl-banks,9326,,0,1,116,495,,,Oak Grove - Banks Place to Washington St northbound bus stop (Redstone),,Washington St northbound bus stop (Redstone),
ogmnl-006,door-ogmnl-banks,5991,,0,3,125,519,,,Oak Grove - Banks Place to Washington St southbound bus stop (Malden),,Washington St southbound bus stop (Malden),
ogmnl-007,door-ogmnl-banks,9328,,0,1,10,13,,,Oak Grove - Banks Place to Oak Grove Busway,,Oak Grove Busway,
ogmnl-008,9328,door-ogmnl-banks,,0,1,8,10,,,Oak Grove Busway to Oak Grove - Banks Place,,Oak Grove - Banks Place,
ogmnl-009,9328,70036,,0,2,143,221,,,Oak Grove Busway to Orange Line,,Inbound to Forest Hills via State & Downtown Crossing,
ogmnl-010,9328,door-ogmnl-wash,,0,1,109,-1,,,Oak Grove Busway to Oak Grove - Washington St,,Oak Grove - Washington St,
ogmnl-011,70036,door-ogmnl-wash,,0,1,126,-1,,,Orange Line to Oak Grove - Washington St,,Oak Grove - Washington St,
ogmnl-012,70036,9326,,0,2,140,598,,,Orange Line to Washington St northbound bus stop (Redstone),,Washington St northbound bus stop (Redstone),
ogmnl-013,70036,5991,,0,3,149,610,,,Orange Line to Washington St southbound bus stop (Malden),,Washington St southbound bus stop (Malden),
ogmnl-015,70036,door-ogmnl-banks,,0,1,114,185,,,Orange Line to Oak Grove - Banks Place,,Oak Grove - Banks Place,
ogmnl-016,9326,door-ogmnl-banks,,0,1,114,495,,,Washington St northbound bus stop (Redstone) to Oak Grove - Banks Place,,Oak Grove - Banks Place,
ogmnl-017,5991,door-ogmnl-banks,,0,3,123,519,,,Washington St southbound bus stop (Malden) to Oak Grove - Banks Place,,Oak Grove - Banks Place,
ogmnl-018,70036,9328,,0,2,134,211,,,Orange Line to Oak Grove Busway,,Oak Grove Busway,
ogmnl-019,9326,9328,,0,2,116,499,,,Washington St northbound bus stop (Redstone) to Oak Grove Busway,,Oak Grove Busway,
ogmnl-020,5991,9328,,0,3,126,511,,,Washington St southbound bus stop (Malden) to Oak Grove Busway,,Oak Grove Busway,
fldcr-000,door-fldcr-busway,70090,,0,1,21,27,,,"Fields Corner - Busway, Street to Red Line (Alewife)",,Red Line - Alewife,
fldcr-001,door-fldcr-busway,70089,,0,1,58,103,,,"Fields Corner - Busway, Street to Red Line (Ashmont)",,Red Line - Ashmont,
fldcr-002,door-fldcr-charles,323,,0,1,189,244,,,Fields Corner - Charles St to Busway,,Busway,
fldcr-003,door-fldcr-charles,70090,,0,1,79,114,,,Fields Corner - Charles St to Red Line (Alewife),,Red Line - Alewife,
fldcr-004,door-fldcr-charles,70089,,0,1,95,116,,,Fields Corner - Charles St to Red Line (Ashmont),,Red Line - Ashmont,
fldcr-005,70090,323,,0,2,99,162,,,Red Line (Alewife) to Busway,,Busway,
fldcr-006,70090,70089,,0,2,84,172,,,Red Line (Alewife) to Red Line (Ashmont),,Red Line - Ashmont,
fldcr-007,70089,323,,0,2,110,173,,,Red Line (Ashmont) to Busway,,Busway,
fldcr-008,70090,door-fldcr-busway,,0,1,21,27,,,"Red Line (Alewife) to Fields Corner - Busway, Street",,"Fields Corner - Busway, Street",
fldcr-009,70089,door-fldcr-busway,,0,1,53,103,,,"Red Line (Ashmont) to Fields Corner - Busway, Street",,"Fields Corner - Busway, Street",
fldcr-010,323,door-fldcr-charles,,0,1,194,251,,,Busway to Fields Corner - Charles St,,Fields Corner - Charles St,
fldcr-011,70090,door-fldcr-charles,,0,1,74,114,,,Red Line (Alewife) to Fields Corner - Charles St,,Fields Corner - Charles St,
fldcr-012,70089,door-fldcr-charles,,0,1,90,116,,,Red Line (Ashmont) to Fields Corner - Charles St,,Fields Corner - Charles St,
fldcr-013,323,70090,,0,2,115,172,,,Busway to Red Line (Alewife),,Red Line - Alewife,
fldcr-014,70089,70090,,0,2,84,172,,,Red Line (Ashmont) to Red Line (Alewife),,Red Line - Alewife,
fldcr-015,323,70089,,0,2,125,183,,,Busway to Red Line (Ashmont),,Red Line - Ashmont,
nqncy-000,door-nqncy-squantum,70098,,0,1,104,159,,,North Quincy - West Squantum St to Red Line (Alewife),,Inbound / Alewife,
nqncy-001,door-nqncy-squantum,70097,,0,1,104,159,,,North Quincy - West Squantum St to Red Line (Braintree),,Outbound /Braintree,
nqncy-002,door-nqncy-newport,70098,,0,1,145,182,,,North Quincy - Newport Ave Extension to Red Line (Alewife),,Inbound / Alewife,
nqncy-003,door-nqncy-newport,70097,,0,1,145,182,,,North Quincy - Newport Ave Extension to Red Line (Braintree),,Outbound /Braintree,
nqncy-004,door-nqncy-newport,3125,,0,1,231,344,,,North Quincy - Newport Ave Extension to Busway,,Busway,
nqncy-005,9070098,70098,,0,2,156,207,,,Wollaston Shuttle Busway to Red Line (Alewife),,Inbound / Alewife,
nqncy-006,9070098,70097,,0,2,156,207,,,Wollaston Shuttle Busway to Red Line (Braintree),,Outbound /Braintree,
nqncy-007,3125,70098,,0,2,129,184,,,Busway to Red Line (Alewife),,Inbound / Alewife,
nqncy-008,3125,70097,,0,2,129,184,,,Busway to Red Line (Braintree),,Outbound /Braintree,
nqncy-009,70098,door-nqncy-squantum,,0,1,113,159,,,Red Line (Alewife) to North Quincy - West Squantum St,,North Quincy - West Squantum St,
nqncy-010,70097,door-nqncy-squantum,,0,1,113,159,,,Red Line (Braintree) to North Quincy - West Squantum St,,North Quincy - West Squantum St,
nqncy-011,70098,door-nqncy-newport,,0,1,141,182,,,Red Line (Alewife) to North Quincy - Newport Ave Extension,,North Quincy - Newport Ave Extension,
nqncy-012,70097,door-nqncy-newport,,0,1,141,182,,,Red Line (Braintree) to North Quincy - Newport Ave Extension,,North Quincy - Newport Ave Extension,
nqncy-013,3125,door-nqncy-newport,,0,1,230,344,,,Busway to North Quincy - Newport Ave Extension,,North Quincy - Newport Ave Extension,
nqncy-014,70098,9070098,,0,2,108,197,,,Red Line (Alewife) to Wollaston Shuttle Busway,,Wollaston Shuttle Busway,
nqncy-015,70097,9070098,,0,2,108,197,,,Red Line (Braintree) to Wollaston Shuttle Busway,,Wollaston Shuttle Busway,
nqncy-016,70098,3125,,0,2,128,174,,,Red Line (Alewife) to Busway,,Busway,
nqncy-017,70097,3125,,0,2,128,174,,,Red Line (Braintree) to Busway,,Busway,
shmnl-000,door-shmnl-savin,70088,,0,1,82,143,,,Savin Hill - Savin Hill Ave to Red Line (Alewife),,Inbound / To Alewife,
shmnl-001,door-shmnl-savin,70087,,0,1,82,143,,,Savin Hill - Savin Hill Ave to Red Line (Ashmont),,Outbound / To Ashmont,
shmnl-002,door-shmnl-sydney,70088,,0,1,69,153,,,Savin Hill - South Sydney St to Red Line (Alewife),,Inbound / To Alewife,
shmnl-003,door-shmnl-sydney,70087,,0,1,69,153,,,Savin Hill - South Sydney St to Red Line (Ashmont),,Outbound / To Ashmont,
shmnl-004,70088,door-shmnl-savin,,0,1,93,143,,,Red Line (Alewife) to Savin Hill - Savin Hill Ave,,Savin Hill - Savin Hill Ave,
shmnl-005,70087,door-shmnl-savin,,0,1,93,143,,,Red Line (Ashmont) to Savin Hill - Savin Hill Ave,,Savin Hill - Savin Hill Ave,
shmnl-006,70088,door-shmnl-sydney,,0,1,76,153,,,Red Line (Alewife) to Savin Hill - South Sydney St,,Savin Hill - South Sydney St,
shmnl-007,70087,door-shmnl-sydney,,0,1,76,153,,,Red Line (Ashmont) to Savin Hill - South Sydney St,,Savin Hill - South Sydney St,
spmnl-000,70207,door-spmnl-obrien,,0,1,88,88,,,"Green Line (Lechmere) to Science Park - Monsignor O'Brien Hwy, Museum of Science (Stairs)",,"Science Park - Monsignor O'Brien Hwy, Museum of Science (Stairs)",
spmnl-001,70207,door-spmnl-obrienel,,0,1,59,-1,,,"Green Line (Lechmere) to Science Park - Monsignor O'Brien Hwy, Museum of Science (Elevator)",,"Science Park - Monsignor O'Brien Hwy, Museum of Science (Elevator)",
spmnl-002,70207,door-spmnl-nashua,,0,1,54,-1,,,"Green Line (Lechmere) to Science Park - Nashua St, Spaulding Rehab Hospital (Stairs)",,"Science Park - Nashua St, Spaulding Rehab Hospital (Stairs)",
spmnl-003,70207,door-spmnl-nashuael,,0,1,52,52,,,"Green Line (Lechmere) to Science Park - Nashua St, Spaulding Rehab Hospital (Elevator)",,"Science Park - Nashua St, Spaulding Rehab Hospital (Elevator)",
spmnl-004,door-spmnl-obrien,70207,,0,1,93,93,,,"Science Park - Monsignor O'Brien Hwy, Museum of Science (Stairs) to Green Line (Lechmere)",,Green Line - Lechmere,
spmnl-005,door-spmnl-obrienel,70207,,0,1,32,-1,,,"Science Park - Monsignor O'Brien Hwy, Museum of Science (Elevator) to Green Line (Lechmere)",,Green Line - Lechmere,
spmnl-006,door-spmnl-nashua,70207,,0,1,27,-1,,,"Science Park - Nashua St, Spaulding Rehab Hospital (Stairs) to Green Line (Lechmere)",,Green Line - Lechmere,
spmnl-007,door-spmnl-nashuael,70207,,0,1,52,52,,,"Science Park - Nashua St, Spaulding Rehab Hospital (Elevator) to Green Line (Lechmere)",,Green Line - Lechmere,
spmnl-008,70208,door-spmnl-obrien,,0,1,52,52,,,"Green Line (Copley & West) to Science Park - Monsignor O'Brien Hwy, Museum of Science (Stairs)",,"Science Park - Monsignor O'Brien Hwy, Museum of Science (Stairs)",
spmnl-009,70208,door-spmnl-obrienel,,0,1,44,-1,,,"Green Line (Copley & West) to Science Park - Monsignor O'Brien Hwy, Museum of Science (Elevator)",,"Science Park - Monsignor O'Brien Hwy, Museum of Science (Elevator)",
spmnl-010,70208,door-spmnl-nashua,,0,1,49,-1,,,"Green Line (Copley & West) to Science Park - Nashua St, Spaulding Rehab Hospital (Stairs)",,"Science Park - Nashua St, Spaulding Rehab Hospital (Stairs)",
spmnl-011,70208,door-spmnl-nashuael,,0,1,90,90,,,"Green Line (Copley & West) to Science Park - Nashua St, Spaulding Rehab Hospital (Elevator)",,"Science Park - Nashua St, Spaulding Rehab Hospital (Elevator)",
spmnl-012,door-spmnl-obrien,70208,,0,1,52,52,,,"Science Park - Monsignor O'Brien Hwy, Museum of Science (Stairs) to Green Line (Copley & West)",,Green Line - (E) Heath Street,
spmnl-013,door-spmnl-obrienel,70208,,0,1,24,-1,,,"Science Park - Monsignor O'Brien Hwy, Museum of Science (Elevator) to Green Line (Copley & West)",,Green Line - (E) Heath Street,
spmnl-014,door-spmnl-nashua,70208,,0,1,29,-1,,,"Science Park - Nashua St, Spaulding Rehab Hospital (Stairs) to Green Line (Copley & West)",,Green Line - (E) Heath Street,
spmnl-015,door-spmnl-nashuael,70208,,0,1,87,87,,,"Science Park - Nashua St, Spaulding Rehab Hospital (Elevator) to Green Line (Copley & West)",,Green Line - (E) Heath Street,
spmnl-016,70207,70208,,0,2,87,90,,,Green Line (Lechmere) to Green Line (Copley & West),,Green Line - (E) Heath Street,
spmnl-017,70208,70207,,0,2,81,90,,,Green Line (Copley & West) to Green Line (Lechmere),,Green Line - Lechmere,
wondl-000,70060,door-wondl-ocean,,0,1,11,14,,,Blue Line to Wonderland - Ocean Ave,,Wonderland - Ocean Ave,
wondl-001,70060,door-wondl-revere,,0,1,42,165,,,Blue Line to Wonderland - Revere Beach Plaza,,Wonderland - Revere Beach Plaza,
wondl-002,70060,door-wondl-nshore,,0,1,83,110,,,Blue Line to Wonderland - 1300 North Shore Rd,,Wonderland - 1300 North Shore Rd,
wondl-003,70060,15795,,0,2,85,174,,,Blue Line to Busway,,Busway,
wondl-004,70059,door-wondl-nshore,,0,1,19,25,,,Blue Line (Bowdoin) to Wonderland - 1300 North Shore Rd,,Wonderland - 1300 North Shore Rd,
wondl-005,70059,door-wondl-ocean,,0,1,79,105,,,Blue Line (Bowdoin) to Wonderland - Ocean Ave,,Wonderland - Ocean Ave,
wondl-006,70059,door-wondl-revere,,0,1,37,68,,,Blue Line (Bowdoin) to Wonderland - Revere Beach Plaza,,Wonderland - Revere Beach Plaza,
wondl-007,70059,15795,,0,2,33,67,,,Blue Line (Bowdoin) to Busway,,Busway,
wondl-008,door-wondl-nshore,70059,,0,1,19,79,,,Wonderland - 1300 North Shore Rd to Blue Line (Bowdoin),,Inbound / Government Center,
wondl-009,door-wondl-ocean,70059,,0,1,50,105,,,Wonderland - Ocean Ave to Blue Line (Bowdoin),,Inbound / Government Center,
wondl-010,door-wondl-revere,70059,,0,1,50,68,,,Wonderland - Revere Beach Plaza to Blue Line (Bowdoin),,Inbound / Government Center,
wondl-011,15795,70059,,0,2,100,79,,,Busway to Blue Line (Bowdoin),,Inbound / Government Center,
mvbcl-000,70045,door-mvbcl-lewis,,0,1,74,108,,,Blue Line (Bowdoin) to Maverick - Lewis Mall,,Maverick - Lewis Mall,
mvbcl-001,70045,door-mvbcl-square,,0,1,82,117,,,"Blue Line (Bowdoin) to Maverick - Sumner St, Maverick Square",,"Maverick - Sumner St, Maverick Square",
mvbcl-002,70045,5740,,0,2,100,140,,,Blue Line (Bowdoin) to Busway,,Busway,
mvbcl-003,70045,57400,,0,2,100,140,,,Blue Line (Bowdoin) to East Busway,,East Busway,
mvbcl-005,70046,door-mvbcl-square,,0,1,82,117,,,"Blue Line (Wonderland) to Maverick - Sumner St, Maverick Square",,"Maverick - Sumner St, Maverick Square",
mvbcl-006,70046,5740,,0,2,100,140,,,Blue Line (Wonderland) to Busway,,Busway,
mvbcl-007,70046,57400,,0,2,100,140,,,Blue Line (Wonderland) to East Busway,,East Busway,
mvbcl-008,door-mvbcl-lewis,70045,,0,1,74,108,,,Maverick - Lewis Mall to Blue Line (Bowdoin),,Inbound to Boston,
mvbcl-009,door-mvbcl-square,70045,,0,1,82,117,,,"Maverick - Sumner St, Maverick Square to Blue Line (Bowdoin)",,Inbound to Boston,
mvbcl-010,5740,70045,,0,2,110,150,,,Busway to Blue Line (Bowdoin),,Inbound to Boston,
mvbcl-011,57400,70045,,0,2,110,150,,,East Busway to Blue Line (Bowdoin),,Inbound to Boston,
mvbcl-012,door-mvbcl-lewis,70046,,0,1,74,108,,,Maverick - Lewis Mall to Blue Line (Wonderland),,Outbound to Airport,
mvbcl-013,door-mvbcl-square,70046,,0,1,82,117,,,"Maverick - Sumner St, Maverick Square to Blue Line (Wonderland)",,Outbound to Airport,
mvbcl-014,5740,70046,,0,2,110,150,,,Busway to Blue Line (Wonderland),,Outbound to Airport,
mvbcl-015,57400,70046,,0,2,110,150,,,East Busway to Blue Line (Wonderland),,Outbound to Airport,
bomnl-000,70838,door-bomnl-main,,0,1,69,-1,,,Blue Line to Bowdoin - Cambridge St,,Bowdoin - Cambridge St,
bomnl-001,70038,door-bomnl-main,,0,1,60,-1,,,Blue Line (Wonderland) to Bowdoin - Cambridge St,,Bowdoin - Cambridge St,
bomnl-002,door-bomnl-main,70838,,0,1,57,-1,,,Bowdoin - Cambridge St to Blue Line (Exit Only),,Inbound to Bowdoin,
bomnl-003,door-bomnl-main,70038,,0,1,48,-1,,,Bowdoin - Cambridge St to Blue Line (Wonderland),,Outbound to Wonderland,
bomnl-004,70838,70038,,0,2,43,-1,,,Blue Line to Blue Line (Wonderland),,Outbound to Wonderland,
welln-000,70033,door-welln-busway,,0,1,184,302,,,"Orange Line (Oak Grove) to Wellington - Buses, Parking Lot",,"Wellington - Buses, Parking Lot",
welln-001,70033,5271,,0,2,159,270,,,Orange Line (Oak Grove) to Wellington Station Busway,,Wellington Station Busway,
welln-002,70033,door-welln-garage,,0,1,279,381,,,"Orange Line (Oak Grove) to Wellington - Station Landing, Garage",,"Wellington - Station Landing, Garage",
welln-003,70032,door-welln-busway,,0,1,185,302,,,"Orange Line (Forest Hills) to Wellington - Buses, Parking Lot",,"Wellington - Buses, Parking Lot",
welln-004,70032,5271,,0,2,160,270,,,Orange Line (Forest Hills) to Wellington Station Busway,,Wellington Station Busway,
welln-005,70032,door-welln-garage,,0,1,280,381,,,"Orange Line (Forest Hills) to Wellington - Station Landing, Garage",,"Wellington - Station Landing, Garage",
welln-006,door-welln-busway,70033,,0,1,181,305,,,"Wellington - Buses, Parking Lot to Orange Line (Oak Grove)",,Outbound to Oak Grove,
welln-007,5271,70033,,0,2,166,282,,,Wellington Station Busway to Orange Line (Oak Grove),,Outbound to Oak Grove,
welln-008,door-welln-garage,70033,,0,1,276,381,,,"Wellington - Station Landing, Garage to Orange Line (Oak Grove)",,Outbound to Oak Grove,
welln-009,door-welln-busway,70032,,0,1,182,305,,,"Wellington - Buses, Parking Lot to Orange Line (Forest Hills)",,"Inbound to Forest Hills via Haymarket, State & Downtown Crossing",
welln-010,5271,70032,,0,2,167,282,,,Wellington Station Busway to Orange Line (Forest Hills),,"Inbound to Forest Hills via Haymarket, State & Downtown Crossing",
welln-011,door-welln-garage,70032,,0,1,277,381,,,"Wellington - Station Landing, Garage to Orange Line (Forest Hills)",,"Inbound to Forest Hills via Haymarket, State & Downtown Crossing",
smmnl-000,70091,door-smmnl-clemen,,0,1,32,83,,,"Red Line (Ashmont) to Shawmut - Clementine Park, Centre St",,"Shawmut - Clementine Park, Centre St",
